relations__type,relations__sentence,relations__score,relations__arguments__text,relations__arguments__location__001,relations__arguments__location__002,relations__arguments__entities__type,relations__arguments__entities__text,relations__arguments__entities__disambiguation__subtype__-,language,keywords__text,keywords__sentiment__score,keywords__sentiment__label,keywords__relevance,keywords__emotion__sadness,keywords__emotion__joy,keywords__emotion__fear,keywords__emotion__disgust,keywords__emotion__anger,entities__type,entities__text,entities__sentiment__score,entities__sentiment__label,entities__relevance,entities__emotion__sadness,entities__emotion__joy,entities__emotion__fear,entities__emotion__disgust,entities__emotion__anger,entities__disambiguation__subtype__001,entities__disambiguation__subtype__002,entities__disambiguation__subtype__003,entities__disambiguation__subtype__004,entities__disambiguation__name,entities__disambiguation__dbpedia_resource,entities__count
agentOf,"When the doctor told me the result of my fall, she was very direct, she told me that it was m'opéré emergency and for this see a specialist as soon as possible, I was térrifier and I have cried I was very sad, I had the impression that my life had just ecroulé, it was the toughest tests of my vie.ensuite when I view ais specialist spine neurosurgeon, has the irm control told me it was worse than the scanner emergencies and that it had to be m'opère emergency, it was Friday, I accept because I had French too bad pain made me crazy,","58,99%",I,580,581,Person,daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,told,642,646,EventCommunication,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"When the doctor told me the result of my fall, she was very direct, she told me that it was m'opéré emergency and for this see a specialist as soon as possible, I was térrifier and I have cried I was very sad, I had the impression that my life had just ecroulé, it was the toughest tests of my vie.ensuite when I view ais specialist spine neurosurgeon, has the irm control told me it was worse than the scanner emergencies and that it had to be m'opère emergency, it was Friday, I accept because I had French too bad pain made me crazy,","80,63%",you,2260,2263,Person,daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,write,2264,2269,EventCommunication,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timeOf,"When the doctor told me the result of my fall, she was very direct, she told me that it was m'opéré emergency and for this see a specialist as soon as possible, I was térrifier and I have cried I was very sad, I had the impression that my life had just ecroulé, it was the toughest tests of my vie.ensuite when I view ais specialist spine neurosurgeon, has the irm control told me it was worse than the scanner emergencies and that it had to be m'opère emergency, it was Friday, I accept because I had French too bad pain made me crazy,","54,55%",Friday,740,746,Date,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,told,642,646,EventCommunication,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ownerOf,"Now I am positive And I learned French has to be careful with my disability, I could be chair and I walk life therefore always spared me and I thank the good god every day to take care of my daughter and my animals and to be independent, because for me it is what ya more important.j' ais a very good followed has the clinical park or I have been made, my therapist sees me every week and more if I French very badly, my doctor is very present for me and always positive and Prévoyant.si I can be seated and you write my testimony is through eux.i is no contradiction in my medical record everything is very clear and all specialist that I have seen have had the same data-handling, it is just that I do always very careful,","74,25%",my,1956,1958,Person,my,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,animals,1959,1966,Animal,animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"Now I am positive And I learned French has to be careful with my disability, I could be chair and I walk life therefore always spared me and I thank the good god every day to take care of my daughter and my animals and to be independent, because for me it is what ya more important.j' ais a very good followed has the clinical park or I have been made, my therapist sees me every week and more if I French very badly, my doctor is very present for me and always positive and Prévoyant.si I can be seated and you write my testimony is through eux.i is no contradiction in my medical record everything is very clear and all specialist that I have seen have had the same data-handling, it is just that I do always very careful,","85,10%",my,2270,2272,Person,daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,testimony,2273,2282,EventLegal,testimony,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en,annoying thing,"-87,04%",negative,"96,38%","17,91%","9,17%","11,49%","14,73%","69,26%",,,,,,,,,,,,,,,,,
,,,,,,,,,,long naps,"0,00%",neutral,"76,83%","32,80%","41,65%","11,58%","0,23%","15,46%",,,,,,,,,,,,,,,,,
,,,,,,,,,,slight stress,"-60,06%",negative,"73,30%","14,50%","2,77%","69,87%","1,20%","28,48%",,,,,,,,,,,,,,,,,
,,,,,,,,,en,category 2.La notion,"-98,39%",negative,"98,15%","70,96%","2,81%","3,93%","9,37%","7,83%",,,,,,,,,,,,,,,,,
,,,,,,,,,,professional activity,"-87,05%",negative,"85,57%","66,41%","19,46%","10,08%","6,00%","8,74%",,,,,,,,,,,,,,,,,
,,,,,,,,,,daily life,"-87,05%",negative,"85,46%","66,41%","19,46%","10,08%","6,00%","8,74%",,,,,,,,,,,,,,,,,
managerOf,What is the amount?-Are you an annuity from your private insurer?,"43,24%",your,323,327,Person,your,,en,-In job search,"0,00%",neutral,"95,41%","17,09%","15,64%","8,54%","6,99%","8,99%",,,,,,,,,,,,,,,,,
,,,insurer,336,343,Organization,insurer,Commercial,,failure rate,"-49,98%",negative,"82,88%","42,30%","2,38%","38,17%","25,34%","3,31%",,,,,,,,,,,,,,,,,
partOf,"If yes, are you:-In job search?-Working in the same company or another company?","57,36%",company,439,446,Organization,CPAM?OuiQuel,,,private insurer,"0,00%",neutral,"80,78%","8,78%","15,12%","35,03%","26,26%","7,65%",,,,,,,,,,,,,,,,,
,,,company,458,465,Organization,insurer,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,
partOfMany,* What is your family situation?,"47,72%",your,650,654,Person,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,family,655,661,Person,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"Everything is complicated, Social Security, mdpb, ... I have just had to meet the records, mdpb, because as long as you are hospitalized, you are work stoppage, so since December 21, 2011, and until April 30, 2012 social security not contacted me because everything is made to centreLe mdph folder, we have asked the disability card, the card parking, assistance for my move, help purchase of vehicle ... I have against myself in agreement with the center for Additional to the prefecture because I wanted to be able to drive a car absolutely normal, I have therefore revalidate my permit, e from equipped with my prothèseQuel home you received Social Security?","93,00%",we,556,558,Person,we,,en,social security,"-36,55%",negative,"92,07%","56,15%","19,91%","27,19%","7,70%","8,40%",,,,,,,,,,,,,,,,,
,,,asked,564,569,EventCommunication,asked,,,health Social Security,"0,00%",neutral,"69,77%","7,76%","45,42%","25,82%","4,44%","1,93%",,,,,,,,,,,,,,,,,
agentOf,-How many medical visits or reviews you have been requested by the Social Security?,"57,82%",you,3056,3059,Person,myself,,,monthly annuity victims,"-38,54%",negative,"69,59%","64,51%","2,83%","3,74%","23,47%","21,98%",,,,,,,,,,,,,,,,,
,,,requested,3070,3079,EventCommunication,requested,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,-How many medical visits or reviews you have been requested by the Social Security?,"71,09%",Social Security,3087,3102,Organization,Social Security,Government,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,requested,3070,3079,EventCommunication,requested,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"No rien.Aujourd'hui you still pass reviews control or diagnostic?-Your doctor or specialist who follows / followed you is involved in this processusNon, the only visits are with the prosthesis, because he is the most important, is that which makes me marcherMon doctor I see that in the case of severe pain, but it happened 2 times in all-Have you reæu/demandé using your mdpb?","55,93%",I,3651,3652,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,case,3669,3673,EventLegal,case,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"And yes we believe that tibial cut this is not debilitating enough, is what I ditJ'ai said it is true that with a leg in less I can move alone !!!","97,72%",I,3955,3956,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,said,3965,3969,EventCommunication,told,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,"For ex, I signed my Commission in September 2012, use hit a premium my hiring, but I have learned that 7 months later that I could also requested a premium for finding d work, and well as I exceeded d 1mois, I do Could anything requested, the time is 6 months, but that nobody told me, surfing on the Internet on the sign AGEPHIP, l that I saw!","82,16%",my,4262,4264,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Commission,4265,4275,Organization,Commission,Multigov,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"For ex, I signed my Commission in September 2012, use hit a premium my hiring, but I have learned that 7 months later that I could also requested a premium for finding d work, and well as I exceeded d 1mois, I do Could anything requested, the time is 6 months, but that nobody told me, surfing on the Internet on the sign AGEPHIP, l that I saw!","62,65%",my,4313,4315,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hiring,4316,4322,EventPersonnel,hiring,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"For ex, I signed my Commission in September 2012, use hit a premium my hiring, but I have learned that 7 months later that I could also requested a premium for finding d work, and well as I exceeded d 1mois, I do Could anything requested, the time is 6 months, but that nobody told me, surfing on the Internet on the sign AGEPHIP, l that I saw!","85,73%",I,4368,4369,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,requested,4381,4390,EventCommunication,requested,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"For ex, I signed my Commission in September 2012, use hit a premium my hiring, but I have learned that 7 months later that I could also requested a premium for finding d work, and well as I exceeded d 1mois, I do Could anything requested, the time is 6 months, but that nobody told me, surfing on the Internet on the sign AGEPHIP, l that I saw!","90,70%",me,4527,4529,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,told,4522,4526,EventCommunication,told,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managerOf,Here an explanation which shows that my employer has touch and me not because I have not asked myself !,"73,94%",my,4626,4628,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,employer,4629,4637,Organization,employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,Here an explanation which shows that my employer has touch and me not because I have not asked myself !,"96,19%",I,4667,4668,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,asked,4678,4683,EventCommunication,asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"Everything is complicated, Social Security, mdpb, ... I have just had to meet the records, mdpb, because as long as you are hospitalized, you are work stoppage, so since December 21, 2011, and until April 30, 2012 social security not contacted me because everything is made to centreLe mdph folder, we have asked the disability card, the card parking, assistance for my move, help purchase of vehicle ... I have against myself in agreement with the center for Additional to the prefecture because I wanted to be able to drive a car absolutely normal, I have therefore revalidate my permit, e from equipped with my prothèseQuel home you received Social Security?","39,60%",my,624,626,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,vehicle,650,657,Vehicle,vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,Here an explanation which shows that my employer has touch and me not because I have not asked myself !,"74,65%",myself,4684,4690,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,asked,4678,4683,EventCommunication,asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,Https://travailleur-handicape.ooreka.fr/comprendre/aide-agefiphon is all alone in the face of this output hospital.,"61,19%",Https://travailleur-handicape.ooreka.fr/comprendre/aide-agefiphon,4694,4759,Person,Https://travailleur-handicape.ooreka.fr/comprendre/aide-agefiphon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,hospital,4800,4808,Organization,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"Everything is complicated, Social Security, mdpb, ... I have just had to meet the records, mdpb, because as long as you are hospitalized, you are work stoppage, so since December 21, 2011, and until April 30, 2012 social security not contacted me because everything is made to centreLe mdph folder, we have asked the disability card, the card parking, assistance for my move, help purchase of vehicle ... I have against myself in agreement with the center for Additional to the prefecture because I wanted to be able to drive a car absolutely normal, I have therefore revalidate my permit, e from equipped with my prothèseQuel home you received Social Security?","43,61%",myself,677,683,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,car,785,788,Vehicle,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,
locatedAt,"Everything is complicated, Social Security, mdpb, ... I have just had to meet the records, mdpb, because as long as you are hospitalized, you are work stoppage, so since December 21, 2011, and until April 30, 2012 social security not contacted me because everything is made to centreLe mdph folder, we have asked the disability card, the card parking, assistance for my move, help purchase of vehicle ... I have against myself in agreement with the center for Additional to the prefecture because I wanted to be able to drive a car absolutely normal, I have therefore revalidate my permit, e from equipped with my prothèseQuel home you received Social Security?","62,28%",I,754,755,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,car,785,788,Vehicle,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spouseOf,"Have you had the impression of being in the presence of relevant interlocutors, or listening?I have not had real contact, in my case to me, it is different because everything goes through the centre, more is an accident at work, at the paper more simpleIl just with my wife, we wanted to understand the principle of the annuity, and aid could have, we have made appt with a wizard social security social, and there we are dropped on a person jaded of his work, he has not helped, is tell us that ' we will have the right to anything, Only the annuity victim after the consolidation établieLes issues with social security were more as the last 5 années.A each problem had called.","63,17%",my,1185,1187,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,wife,1188,1192,Person,wife,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"As former legislation is absolutely sickening, if the consolidation is you triggered the annuity victim for my case, if ever you must be stopped after your accident, the annuity is deducted from benefits !!!","31,61%",your,1749,1753,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,accident,1754,1762,NaturalDisaster,accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,Basically if you said you keep the annuity disease if you said work accident following the consequences for the annuity is inferred.,"98,50%",you,1818,1821,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,said,1822,1826,EventCommunication,said,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,Basically if you said you keep the annuity disease if you said work accident following the consequences for the annuity is inferred.,"97,87%",you,1859,1862,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,said,1863,1867,EventCommunication,said,,,,,,,,,,,,,,,,,,,,,,,,,,,,
affectedBy,"Do you know why?I can't tell you on the platform never the same, and each time it is a person of the accident that I recall-Where are you today process statement to Social Security, CAF?Reviews completed, current compensation, etc.?For me everything is finished, since 2012, I see my annuity and it stops.","47,08%",person,2272,2278,Person,victim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,accident,2286,2294,NaturalDisaster,accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agentOf,"The only visit I made is for the resumption of work with the doctor board (seen 2 times) Since I have my monthly annuity victims, and it stops the .C' is true that my accident is serious and that I am cut, but I did not at all final medical problems!","38,13%",my,2655,2657,Person,myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,
